sample_source,sample_type,sample_id,image_height,image_width,image_aspect_ratio
train,forged,1538,666,1000,1.5015015015015014
train,forged,15389,1200,1600,1.3333333333333333
train,forged,15409,666,1266,1.9009009009009008
train,forged,15426,525,512,0.9752380952380952
train,forged,15453,666,1000,1.5015015015015014
train,forged,15463,512,519,1.013671875
train,forged,15566,621,626,1.0080515297906603
train,forged,15573,256,256,1.0
train,forged,15579,256,256,1.0
train,forged,156,1200,1600,1.3333333333333333
train,forged,15657,514,512,0.9961089494163424
train,forged,15660,256,256,1.0
train,forged,15670,512,781,1.525390625
train,forged,15733,666,1000,1.5015015015015014
train,forged,1574,666,1000,1.5015015015015014
train,forged,1575,256,256,1.0
train,forged,15767,445,1608,3.613483146067416
train,forged,15784,520,696,1.3384615384615384
train,forged,1580,1200,1600,1.3333333333333333
train,forged,15813,166,261,1.572289156626506
train,forged,15815,1200,1600,1.3333333333333333
train,forged,15816,256,256,1.0
train,forged,15835,167,941,5.634730538922156
train,forged,15860,360,360,1.0
train,forged,1587,256,256,1.0
train,forged,15879,512,634,1.23828125
train,forged,15886,1254,1796,1.4322169059011165
train,forged,15913,256,256,1.0
train,forged,15940,496,623,1.2560483870967742
train,forged,15987,358,941,2.6284916201117317
train,forged,15994,2592,3888,1.5
train,forged,16037,1024,1024,1.0
train,forged,16061,2592,3888,1.5
train,forged,1608,1492,1311,0.878686327077748
train,forged,16097,1200,1600,1.3333333333333333
train,forged,16108,666,1000,1.5015015015015014
train,forged,16112,125,1126,9.008
train,forged,16130,3888,2592,0.6666666666666666
train,forged,16161,1912,2568,1.3430962343096233
train,forged,16184,666,1000,1.5015015015015014
train,forged,16191,91,593,6.516483516483516
train,forged,16205,1912,2568,1.3430962343096233
train,forged,16215,3888,2592,0.6666666666666666
train,forged,16219,666,1000,1.5015015015015014
train,forged,16221,500,500,1.0
train,forged,16227,512,638,1.24609375
train,forged,1625,512,512,1.0
train,forged,16293,666,1000,1.5015015015015014
train,forged,16294,127,719,5.661417322834645
train,forged,16336,105,1309,12.466666666666667
train,forged,16357,1024,1024,1.0
train,forged,16359,520,696,1.3384615384615384
train,forged,1638,1200,1600,1.3333333333333333
train,forged,1641,512,513,1.001953125
train,forged,16410,256,256,1.0
train,forged,16442,133,615,4.62406015037594
train,forged,16485,94,518,5.51063829787234
train,forged,16526,512,559,1.091796875
train,forged,16534,172,196,1.1395348837209303
train,forged,16538,256,256,1.0
train,forged,16550,1024,1024,1.0
train,forged,16566,512,518,1.01171875
train,forged,16579,843,1042,1.236061684460261
train,forged,16590,512,512,1.0
train,forged,1661,1200,1600,1.3333333333333333
train,forged,16612,273,753,2.758241758241758
train,forged,16614,1024,1280,1.25
train,forged,16630,206,715,3.470873786407767
train,forged,16647,666,1000,1.5015015015015014
train,forged,16648,360,360,1.0
train,forged,16649,256,256,1.0
train,forged,16667,256,256,1.0
train,forged,16683,1912,2568,1.3430962343096233
train,forged,16703,360,360,1.0
train,forged,16729,256,256,1.0
train,forged,16751,1024,1024,1.0
train,forged,16855,633,854,1.34913112164297
train,forged,1686,103,484,4.699029126213592
train,forged,16866,512,515,1.005859375
train,forged,16884,512,776,1.515625
train,forged,16897,520,696,1.3384615384615384
train,forged,16939,666,1000,1.5015015015015014
train,forged,16951,256,256,1.0
train,forged,16960,666,1000,1.5015015015015014
train,forged,16974,552,685,1.2409420289855073
train,forged,17008,164,659,4.0182926829268295
train,forged,17030,512,512,1.0
train,forged,17052,563,734,1.3037300177619893
train,forged,17071,274,462,1.686131386861314
train,forged,17124,935,447,0.47807486631016044
train,forged,17128,666,1000,1.5015015015015014
train,forged,17134,424,684,1.6132075471698113
train,forged,17218,360,360,1.0
train,forged,17245,256,256,1.0
train,forged,17249,512,727,1.419921875
train,forged,17268,99,1041,10.515151515151516
train,forged,17279,512,512,1.0
train,forged,17280,512,556,1.0859375
train,forged,17298,1200,1600,1.3333333333333333
train,forged,17324,666,1000,1.5015015015015014
train,forged,17334,1200,1600,1.3333333333333333
train,forged,17388,100,609,6.09
train,forged,17418,360,360,1.0
train,forged,17493,205,1376,6.712195121951219
train,forged,17528,666,1000,1.5015015015015014
train,forged,17555,1200,1600,1.3333333333333333
train,forged,17583,86,410,4.767441860465116
train,forged,176,85,517,6.08235294117647
train,forged,17625,512,545,1.064453125
train,forged,17648,1200,1600,1.3333333333333333
train,forged,17651,78,733,9.397435897435898
train,forged,17660,512,545,1.064453125
train,forged,17695,512,525,1.025390625
train,forged,17754,1912,2568,1.3430962343096233
train,forged,17756,666,1000,1.5015015015015014
train,forged,17815,1200,1600,1.3333333333333333
train,forged,17826,520,696,1.3384615384615384
train,forged,1783,520,696,1.3384615384615384
train,forged,17846,91,530,5.824175824175824
train,forged,17878,1200,1600,1.3333333333333333
train,forged,17904,512,664,1.296875
train,forged,17923,581,233,0.4010327022375215
train,forged,17980,534,512,0.9588014981273408
train,forged,18000,112,1596,14.25
train,forged,18017,666,1000,1.5015015015015014
train,forged,18037,132,1006,7.621212121212121
train,forged,1804,95,919,9.673684210526316
train,forged,18054,610,610,1.0
train,forged,1813,816,360,0.4411764705882353
train,forged,18153,360,360,1.0
train,forged,18316,1200,1600,1.3333333333333333
train,forged,18362,666,1000,1.5015015015015014
train,forged,18425,512,711,1.388671875
train,forged,18440,666,1000,1.5015015015015014
train,forged,18462,1912,2568,1.3430962343096233
train,forged,18463,464,633,1.3642241379310345
train,forged,18472,256,256,1.0
train,forged,18554,256,320,1.25
train,forged,1856,143,528,3.6923076923076925
train,forged,1859,360,360,1.0
train,forged,18617,666,1000,1.5015015015015014
train,forged,18679,512,683,1.333984375
train,forged,18696,512,784,1.53125
train,forged,187,877,802,0.9144811858608894
train,forged,1873,666,1000,1.5015015015015014
train,forged,18760,90,817,9.077777777777778
train,forged,18781,256,320,1.25
train,forged,18788,574,421,0.7334494773519163
train,forged,1879,3888,2592,0.6666666666666666
train,forged,18877,176,138,0.7840909090909091
train,forged,18929,256,320,1.25
train,forged,18940,666,1000,1.5015015015015014
train,forged,18971,666,1000,1.5015015015015014
train,forged,18995,666,1000,1.5015015015015014
train,forged,19054,70,448,6.4
train,forged,19074,666,1000,1.5015015015015014
train,forged,19116,940,492,0.5234042553191489
train,forged,19121,1200,1600,1.3333333333333333
train,forged,19130,256,256,1.0
train,forged,19148,617,1283,2.079416531604538
train,forged,19162,129,460,3.565891472868217
train,forged,19193,512,661,1.291015625
train,forged,19253,1912,2568,1.3430962343096233
train,forged,19281,391,978,2.501278772378517
train,forged,19294,256,320,1.25
train,forged,19331,1225,1489,1.2155102040816326
train,forged,19332,256,256,1.0
train,forged,19361,520,696,1.3384615384615384
train,forged,1940,88,502,5.704545454545454
train,forged,19467,2592,3888,1.5
train,forged,19512,76,745,9.802631578947368
train,forged,19554,1200,1600,1.3333333333333333
train,forged,19563,525,246,0.4685714285714286
train,forged,19593,214,1368,6.392523364485982
train,forged,19620,1200,1600,1.3333333333333333
train,forged,19621,1024,1280,1.25
train,forged,19622,360,360,1.0
train,forged,19627,256,256,1.0
train,forged,19633,666,1000,1.5015015015015014
train,forged,19668,256,256,1.0
train,forged,19684,3888,2592,0.6666666666666666
train,forged,19709,520,696,1.3384615384615384
train,forged,19718,118,843,7.1440677966101696
train,forged,19728,127,305,2.4015748031496065
train,forged,19734,3888,2592,0.6666666666666666
train,forged,19775,256,256,1.0
train,forged,19777,1912,2568,1.3430962343096233
train,forged,19844,666,1000,1.5015015015015014
train,forged,19847,1912,2568,1.3430962343096233
train,forged,19895,256,256,1.0
train,forged,19915,2592,3888,1.5
train,forged,19933,631,211,0.33438985736925514
train,forged,19935,520,696,1.3384615384615384
train,forged,19953,666,1000,1.5015015015015014
train,forged,19964,666,1000,1.5015015015015014
train,forged,19981,180,901,5.0055555555555555
train,forged,19986,420,590,1.4047619047619047
train,forged,19993,1311,1449,1.105263157894737
train,forged,20007,256,256,1.0
train,forged,20009,3888,2592,0.6666666666666666
train,forged,20010,512,723,1.412109375
train,forged,20096,512,740,1.4453125
train,forged,20097,512,514,1.00390625
train,forged,20103,256,256,1.0
train,forged,20144,256,256,1.0
train,forged,20151,520,696,1.3384615384615384
train,forged,20193,256,256,1.0
train,forged,20194,512,687,1.341796875
train,forged,20270,360,360,1.0
train,forged,20282,360,360,1.0
train,forged,2032,3888,2592,0.6666666666666666
train,forged,20342,2592,3888,1.5
train,forged,20343,121,128,1.0578512396694215
train,forged,20379,256,256,1.0
train,forged,20391,520,696,1.3384615384615384
train,forged,20401,666,1000,1.5015015015015014
train,forged,20409,256,256,1.0
train,forged,20437,1200,1600,1.3333333333333333
train,forged,20490,520,696,1.3384615384615384
train,forged,20498,256,256,1.0
train,forged,2050,256,256,1.0
train,forged,20507,340,494,1.4529411764705882
train,forged,20518,161,110,0.6832298136645962
train,forged,2053,666,1266,1.9009009009009008
train,forged,20541,1024,1280,1.25
train,forged,20569,1912,2568,1.3430962343096233
train,forged,20577,1024,1024,1.0
train,forged,20578,1200,1600,1.3333333333333333
train,forged,20587,666,1000,1.5015015015015014
train,forged,20619,66,319,4.833333333333333
train,forged,2064,194,887,4.572164948453608
train,forged,20645,512,598,1.16796875
train,forged,20662,1912,2568,1.3430962343096233
train,forged,20666,512,640,1.25
train,forged,20736,256,256,1.0
train,forged,20749,185,350,1.8918918918918919
train,forged,20751,256,256,1.0
train,forged,20752,256,256,1.0
train,forged,20753,119,562,4.722689075630252
train,forged,20755,1024,1024,1.0
train,forged,20764,512,523,1.021484375
train,forged,20768,110,724,6.581818181818182
train,forged,20795,666,1000,1.5015015015015014
train,forged,20800,273,1615,5.915750915750916
train,forged,20816,174,183,1.0517241379310345
train,forged,20819,360,360,1.0
train,forged,20828,308,1305,4.237012987012987
train,forged,2083,666,1000,1.5015015015015014
train,forged,20833,132,1325,10.037878787878787
train,forged,20850,520,696,1.3384615384615384
train,forged,2087,601,560,0.9317803660565723
train,forged,20882,501,98,0.19560878243512975
train,forged,209,1501,233,0.1552298467688208
train,forged,20920,1200,1600,1.3333333333333333
train,forged,20985,199,1346,6.763819095477387
train,forged,210,666,1000,1.5015015015015014
train,forged,21004,1200,1600,1.3333333333333333
train,forged,21014,256,256,1.0
train,forged,21034,287,1440,5.017421602787456
train,forged,21095,256,320,1.25
train,forged,21134,1200,1600,1.3333333333333333
train,forged,21156,97,719,7.412371134020619
train,forged,21202,645,956,1.4821705426356588
train,forged,21204,887,878,0.9898534385569335
train,forged,2121,512,774,1.51171875
train,forged,21213,512,536,1.046875
train,forged,21239,319,403,1.2633228840125392
train,forged,21253,666,1000,1.5015015015015014
train,forged,21264,666,1000,1.5015015015015014
train,forged,21266,666,1000,1.5015015015015014
train,forged,21331,397,276,0.6952141057934509
train,forged,21375,256,256,1.0
train,forged,21525,520,696,1.3384615384615384
train,forged,21540,256,256,1.0
train,forged,21562,87,614,7.057471264367816
train,forged,21603,360,360,1.0
train,forged,21631,512,512,1.0
train,forged,21633,164,659,4.0182926829268295
train,forged,2164,520,696,1.3384615384615384
train,forged,21640,256,256,1.0
train,forged,21652,170,1159,6.817647058823529
train,forged,21671,520,696,1.3384615384615384
train,forged,21706,666,1000,1.5015015015015014
train,forged,21728,101,610,6.03960396039604
train,forged,21734,512,640,1.25
train,forged,21740,339,794,2.342182890855457
train,forged,21747,512,615,1.201171875
train,forged,21765,1200,1600,1.3333333333333333
train,forged,2177,520,696,1.3384615384615384
train,forged,21770,72,589,8.180555555555555
train,forged,21773,666,1000,1.5015015015015014
train,forged,21798,1024,1280,1.25
train,forged,21809,1912,2568,1.3430962343096233
train,forged,21851,360,360,1.0
train,forged,21892,666,1000,1.5015015015015014
train,forged,21933,1912,2568,1.3430962343096233
train,forged,21946,186,518,2.78494623655914
train,forged,21968,256,320,1.25
train,forged,22046,256,320,1.25
train,forged,22052,666,1000,1.5015015015015014
train,forged,22066,666,1000,1.5015015015015014
train,forged,22078,1200,1600,1.3333333333333333
train,forged,22141,1422,2162,1.520393811533052
train,forged,22155,666,1000,1.5015015015015014
train,forged,22158,1024,1280,1.25
train,forged,22164,360,360,1.0
train,forged,22173,360,360,1.0
train,forged,22175,1310,951,0.7259541984732825
train,forged,22182,512,518,1.01171875
train,forged,22216,512,732,1.4296875
train,forged,22224,1200,1600,1.3333333333333333
train,forged,22226,256,256,1.0
train,forged,22274,1200,1600,1.3333333333333333
train,forged,2228,182,177,0.9725274725274725
train,forged,22293,512,579,1.130859375
train,forged,22298,2592,3888,1.5
train,forged,2230,479,283,0.5908141962421712
train,forged,22323,92,569,6.184782608695652
train,forged,22337,256,256,1.0
train,forged,22346,1200,1600,1.3333333333333333
train,forged,22372,498,246,0.4939759036144578
train,forged,22416,512,513,1.001953125
train,forged,22430,512,512,1.0
train,forged,22456,419,1539,3.6730310262529833
train,forged,2249,512,512,1.0
train,forged,22507,256,256,1.0
train,forged,22524,512,533,1.041015625
train,forged,22556,1200,1600,1.3333333333333333
train,forged,22565,1912,2568,1.3430962343096233
train,forged,22638,144,794,5.513888888888889
train,forged,22666,512,640,1.25
train,forged,22719,512,512,1.0
train,forged,22732,100,609,6.09
train,forged,22739,1200,1600,1.3333333333333333
train,forged,2275,512,512,1.0
train,forged,22751,2592,3888,1.5
train,forged,2276,170,1127,6.629411764705883
train,forged,22787,666,1000,1.5015015015015014
train,forged,22797,199,192,0.964824120603015
train,forged,22821,515,512,0.9941747572815534
train,forged,22834,256,256,1.0
train,forged,22842,550,512,0.9309090909090909
train,forged,22864,666,1000,1.5015015015015014
train,forged,2290,168,1641,9.767857142857142
train,forged,22901,115,662,5.756521739130434
train,forged,22918,666,1000,1.5015015015015014
train,forged,2293,909,898,0.9878987898789879
train,forged,22933,256,320,1.25
train,forged,22951,1200,1600,1.3333333333333333
train,forged,22959,512,512,1.0
train,forged,230,3888,2592,0.6666666666666666
train,forged,23006,666,1000,1.5015015015015014
train,forged,23038,961,1211,1.2601456815816858
train,forged,2305,666,1000,1.5015015015015014
train,forged,2307,1028,1384,1.3463035019455254
train,forged,23105,89,820,9.213483146067416
train,forged,23115,666,1000,1.5015015015015014
train,forged,23128,512,823,1.607421875
train,forged,23143,2592,3888,1.5
train,forged,23146,666,1000,1.5015015015015014
train,forged,23157,520,696,1.3384615384615384
train,forged,23175,666,1000,1.5015015015015014
train,forged,23223,85,461,5.423529411764706
train,forged,23236,1028,1384,1.3463035019455254
train,forged,23247,1024,1024,1.0
train,forged,23251,512,690,1.34765625
train,forged,2326,649,884,1.362095531587057
