sample_source,sample_type,sample_id,image_path,mask_path,image_height,image_width,mask_height,mask_width,image_aspect_ratio,mask_aspect_ratio,shapes_match,total_pixels,num_unique_values,positive_pixels,positive_ratio,mask_size_group
supplemental,forged,47833,/content/drive/MyDrive/Scientific Image Data/supplemental_images/47833.png,/content/drive/MyDrive/Scientific Image Data/supplemental_masks/47833.npy,771,1216,1,771,1.577172503242542,771.0,False,937536,2,40766,0.04348206362209024,medium
supplemental,forged,49484,/content/drive/MyDrive/Scientific Image Data/supplemental_images/49484.png,/content/drive/MyDrive/Scientific Image Data/supplemental_masks/49484.npy,3919,2994,1,3919,0.7639704006124011,3919.0,False,11733486,2,69098,0.005888957467542042,small
supplemental,forged,50798,/content/drive/MyDrive/Scientific Image Data/supplemental_images/50798.png,/content/drive/MyDrive/Scientific Image Data/supplemental_masks/50798.npy,572,1126,1,572,1.9685314685314685,572.0,False,644072,2,101258,0.15721534238408127,large
supplemental,forged,51318,/content/drive/MyDrive/Scientific Image Data/supplemental_images/51318.png,/content/drive/MyDrive/Scientific Image Data/supplemental_masks/51318.npy,1818,2953,1,1818,1.6243124312431243,1818.0,False,5368554,2,223397,0.04161213615435367,medium
supplemental,forged,5205,/content/drive/MyDrive/Scientific Image Data/supplemental_images/5205.png,/content/drive/MyDrive/Scientific Image Data/supplemental_masks/5205.npy,734,924,1,734,1.2588555858310626,734.0,False,678216,2,17990,0.026525472710758814,medium
supplemental,forged,5355,/content/drive/MyDrive/Scientific Image Data/supplemental_images/5355.png,/content/drive/MyDrive/Scientific Image Data/supplemental_masks/5355.npy,2741,1708,1,2741,0.6231302444363371,2741.0,False,4681628,2,137112,0.029287247940246428,medium
supplemental,forged,59764,/content/drive/MyDrive/Scientific Image Data/supplemental_images/59764.png,/content/drive/MyDrive/Scientific Image Data/supplemental_masks/59764.npy,4149,3326,1,4149,0.8016389491443722,4149.0,False,13799574,2,147791,0.010709823361213905,medium
supplemental,forged,60087,/content/drive/MyDrive/Scientific Image Data/supplemental_images/60087.png,/content/drive/MyDrive/Scientific Image Data/supplemental_masks/60087.npy,4159,2781,2,4159,0.6686703534503486,2079.5,False,11566179,2,43770,0.003784309407627186,small
supplemental,forged,63106,/content/drive/MyDrive/Scientific Image Data/supplemental_images/63106.png,/content/drive/MyDrive/Scientific Image Data/supplemental_masks/63106.npy,2914,3321,4,2914,1.1396705559368565,728.5,False,9677394,2,259714,0.026837183646754487,medium
supplemental,forged,63435,/content/drive/MyDrive/Scientific Image Data/supplemental_images/63435.png,/content/drive/MyDrive/Scientific Image Data/supplemental_masks/63435.npy,2212,2333,1,2212,1.0547016274864376,2212.0,False,5160596,2,744012,0.14417171970059273,large
supplemental,forged,64908,/content/drive/MyDrive/Scientific Image Data/supplemental_images/64908.png,/content/drive/MyDrive/Scientific Image Data/supplemental_masks/64908.npy,747,384,1,747,0.5140562248995983,747.0,False,286848,2,48259,0.16823892793395806,large
train,forged,10,/content/drive/MyDrive/Scientific Image Data/train_images/forged/10.png,/content/drive/MyDrive/Scientific Image Data/train_masks/10.npy,512,648,1,512,1.265625,512.0,False,331776,2,928,0.0027970679012345677,small
train,forged,10015,/content/drive/MyDrive/Scientific Image Data/train_images/forged/10015.png,/content/drive/MyDrive/Scientific Image Data/train_masks/10015.npy,1200,1600,1,1200,1.3333333333333333,1200.0,False,1920000,2,3747,0.0019515625,small
train,forged,10017,/content/drive/MyDrive/Scientific Image Data/train_images/forged/10017.png,/content/drive/MyDrive/Scientific Image Data/train_masks/10017.npy,256,320,1,256,1.25,256.0,False,81920,2,1175,0.01434326171875,medium
train,forged,10030,/content/drive/MyDrive/Scientific Image Data/train_images/forged/10030.png,/content/drive/MyDrive/Scientific Image Data/train_masks/10030.npy,666,1000,1,666,1.5015015015015014,666.0,False,666000,2,45946,0.06898798798798798,large
train,forged,10070,/content/drive/MyDrive/Scientific Image Data/train_images/forged/10070.png,/content/drive/MyDrive/Scientific Image Data/train_masks/10070.npy,712,414,2,712,0.5814606741573034,356.0,False,294768,2,6951,0.023581257124246864,medium
train,forged,1008,/content/drive/MyDrive/Scientific Image Data/train_images/forged/1008.png,/content/drive/MyDrive/Scientific Image Data/train_masks/1008.npy,158,1310,1,158,8.291139240506329,158.0,False,206980,2,12674,0.06123296936902116,large
train,forged,10138,/content/drive/MyDrive/Scientific Image Data/train_images/forged/10138.png,/content/drive/MyDrive/Scientific Image Data/train_masks/10138.npy,3888,2592,1,3888,0.6666666666666666,3888.0,False,10077696,2,597145,0.05925411919549865,large
train,forged,10139,/content/drive/MyDrive/Scientific Image Data/train_images/forged/10139.png,/content/drive/MyDrive/Scientific Image Data/train_masks/10139.npy,846,759,3,846,0.8971631205673759,282.0,False,642114,2,2526,0.003933880899653333,small
train,forged,10147,/content/drive/MyDrive/Scientific Image Data/train_images/forged/10147.png,/content/drive/MyDrive/Scientific Image Data/train_masks/10147.npy,1912,2568,1,1912,1.3430962343096233,1912.0,False,4910016,2,29953,0.006100387452912577,small
train,forged,10152,/content/drive/MyDrive/Scientific Image Data/train_images/forged/10152.png,/content/drive/MyDrive/Scientific Image Data/train_masks/10152.npy,152,1201,1,152,7.901315789473684,152.0,False,182552,2,13306,0.0728888207195758,large
train,forged,10176,/content/drive/MyDrive/Scientific Image Data/train_images/forged/10176.png,/content/drive/MyDrive/Scientific Image Data/train_masks/10176.npy,666,1000,2,666,1.5015015015015014,333.0,False,666000,2,45828,0.06881081081081081,large
train,forged,10180,/content/drive/MyDrive/Scientific Image Data/train_images/forged/10180.png,/content/drive/MyDrive/Scientific Image Data/train_masks/10180.npy,666,1000,1,666,1.5015015015015014,666.0,False,666000,2,42580,0.06393393393393393,large
train,forged,10208,/content/drive/MyDrive/Scientific Image Data/train_images/forged/10208.png,/content/drive/MyDrive/Scientific Image Data/train_masks/10208.npy,520,696,1,520,1.3384615384615384,520.0,False,361920,2,4626,0.012781830238726791,medium
train,forged,10266,/content/drive/MyDrive/Scientific Image Data/train_images/forged/10266.png,/content/drive/MyDrive/Scientific Image Data/train_masks/10266.npy,666,1000,2,666,1.5015015015015014,333.0,False,666000,2,50058,0.07516216216216216,large
train,forged,10277,/content/drive/MyDrive/Scientific Image Data/train_images/forged/10277.png,/content/drive/MyDrive/Scientific Image Data/train_masks/10277.npy,666,1000,1,666,1.5015015015015014,666.0,False,666000,2,65549,0.09842192192192192,large
train,forged,10290,/content/drive/MyDrive/Scientific Image Data/train_images/forged/10290.png,/content/drive/MyDrive/Scientific Image Data/train_masks/10290.npy,1200,1600,1,1200,1.3333333333333333,1200.0,False,1920000,2,11306,0.005888541666666667,small
train,forged,10296,/content/drive/MyDrive/Scientific Image Data/train_images/forged/10296.png,/content/drive/MyDrive/Scientific Image Data/train_masks/10296.npy,81,113,1,81,1.3950617283950617,81.0,False,9153,2,793,0.08663826067955861,large
train,forged,10307,/content/drive/MyDrive/Scientific Image Data/train_images/forged/10307.png,/content/drive/MyDrive/Scientific Image Data/train_masks/10307.npy,1200,1600,2,1200,1.3333333333333333,600.0,False,1920000,2,4874,0.002538541666666667,small
train,forged,10348,/content/drive/MyDrive/Scientific Image Data/train_images/forged/10348.png,/content/drive/MyDrive/Scientific Image Data/train_masks/10348.npy,256,320,2,256,1.25,128.0,False,81920,2,3003,0.03665771484375,medium
train,forged,10398,/content/drive/MyDrive/Scientific Image Data/train_images/forged/10398.png,/content/drive/MyDrive/Scientific Image Data/train_masks/10398.npy,402,618,1,402,1.537313432835821,402.0,False,248436,2,1063,0.004278767972435557,small
train,forged,10408,/content/drive/MyDrive/Scientific Image Data/train_images/forged/10408.png,/content/drive/MyDrive/Scientific Image Data/train_masks/10408.npy,64,434,1,64,6.78125,64.0,False,27776,2,2498,0.08993375576036866,large
train,forged,1041,/content/drive/MyDrive/Scientific Image Data/train_images/forged/1041.png,/content/drive/MyDrive/Scientific Image Data/train_masks/1041.npy,140,403,1,140,2.8785714285714286,140.0,False,56420,2,1425,0.025257001063452675,medium
train,forged,10435,/content/drive/MyDrive/Scientific Image Data/train_images/forged/10435.png,/content/drive/MyDrive/Scientific Image Data/train_masks/10435.npy,422,1137,2,422,2.6943127962085307,211.0,False,479814,2,54338,0.11324805028615255,large
train,forged,10448,/content/drive/MyDrive/Scientific Image Data/train_images/forged/10448.png,/content/drive/MyDrive/Scientific Image Data/train_masks/10448.npy,68,753,1,68,11.073529411764707,68.0,False,51204,2,7238,0.141356144051246,large
train,forged,10457,/content/drive/MyDrive/Scientific Image Data/train_images/forged/10457.png,/content/drive/MyDrive/Scientific Image Data/train_masks/10457.npy,256,256,1,256,1.0,256.0,False,65536,2,287,0.0043792724609375,small
train,forged,10458,/content/drive/MyDrive/Scientific Image Data/train_images/forged/10458.png,/content/drive/MyDrive/Scientific Image Data/train_masks/10458.npy,156,536,1,156,3.4358974358974357,156.0,False,83616,2,4974,0.05948622273249139,large
train,forged,10476,/content/drive/MyDrive/Scientific Image Data/train_images/forged/10476.png,/content/drive/MyDrive/Scientific Image Data/train_masks/10476.npy,666,1000,1,666,1.5015015015015014,666.0,False,666000,2,40380,0.06063063063063063,large
train,forged,10505,/content/drive/MyDrive/Scientific Image Data/train_images/forged/10505.png,/content/drive/MyDrive/Scientific Image Data/train_masks/10505.npy,102,986,1,102,9.666666666666666,102.0,False,100572,2,17580,0.17480014318100465,large
train,forged,10570,/content/drive/MyDrive/Scientific Image Data/train_images/forged/10570.png,/content/drive/MyDrive/Scientific Image Data/train_masks/10570.npy,458,1216,1,458,2.6550218340611353,458.0,False,556928,2,159018,0.28552703401516893,large
train,forged,10602,/content/drive/MyDrive/Scientific Image Data/train_images/forged/10602.png,/content/drive/MyDrive/Scientific Image Data/train_masks/10602.npy,490,655,1,490,1.336734693877551,490.0,False,320950,2,9048,0.028191307057174014,medium
train,forged,10632,/content/drive/MyDrive/Scientific Image Data/train_images/forged/10632.png,/content/drive/MyDrive/Scientific Image Data/train_masks/10632.npy,256,256,1,256,1.0,256.0,False,65536,2,324,0.00494384765625,small
train,forged,10636,/content/drive/MyDrive/Scientific Image Data/train_images/forged/10636.png,/content/drive/MyDrive/Scientific Image Data/train_masks/10636.npy,360,360,1,360,1.0,360.0,False,129600,2,6625,0.051118827160493825,large
train,forged,10645,/content/drive/MyDrive/Scientific Image Data/train_images/forged/10645.png,/content/drive/MyDrive/Scientific Image Data/train_masks/10645.npy,120,640,1,120,5.333333333333333,120.0,False,76800,2,13074,0.170234375,large
train,forged,1070,/content/drive/MyDrive/Scientific Image Data/train_images/forged/1070.png,/content/drive/MyDrive/Scientific Image Data/train_masks/1070.npy,520,696,3,520,1.3384615384615384,173.33333333333334,False,361920,2,2908,0.008034924845269673,small
train,forged,10703,/content/drive/MyDrive/Scientific Image Data/train_images/forged/10703.png,/content/drive/MyDrive/Scientific Image Data/train_masks/10703.npy,512,620,1,512,1.2109375,512.0,False,317440,2,2222,0.006999747983870968,small
train,forged,10730,/content/drive/MyDrive/Scientific Image Data/train_images/forged/10730.png,/content/drive/MyDrive/Scientific Image Data/train_masks/10730.npy,666,1000,2,666,1.5015015015015014,333.0,False,666000,2,33443,0.05021471471471471,large
train,forged,10742,/content/drive/MyDrive/Scientific Image Data/train_images/forged/10742.png,/content/drive/MyDrive/Scientific Image Data/train_masks/10742.npy,256,256,1,256,1.0,256.0,False,65536,2,334,0.005096435546875,small
train,forged,10799,/content/drive/MyDrive/Scientific Image Data/train_images/forged/10799.png,/content/drive/MyDrive/Scientific Image Data/train_masks/10799.npy,3888,2592,1,3888,0.6666666666666666,3888.0,False,10077696,2,579887,0.05754162459355789,large
train,forged,10838,/content/drive/MyDrive/Scientific Image Data/train_images/forged/10838.png,/content/drive/MyDrive/Scientific Image Data/train_masks/10838.npy,573,355,1,573,0.6195462478184991,573.0,False,203415,2,7694,0.03782415259444977,medium
train,forged,10855,/content/drive/MyDrive/Scientific Image Data/train_images/forged/10855.png,/content/drive/MyDrive/Scientific Image Data/train_masks/10855.npy,360,360,2,360,1.0,180.0,False,129600,2,5625,0.043402777777777776,medium
train,forged,10878,/content/drive/MyDrive/Scientific Image Data/train_images/forged/10878.png,/content/drive/MyDrive/Scientific Image Data/train_masks/10878.npy,507,180,1,507,0.35502958579881655,507.0,False,91260,2,2970,0.03254437869822485,medium
train,forged,10884,/content/drive/MyDrive/Scientific Image Data/train_images/forged/10884.png,/content/drive/MyDrive/Scientific Image Data/train_masks/10884.npy,392,380,1,392,0.9693877551020408,392.0,False,148960,2,56274,0.37777926960257785,large
train,forged,10886,/content/drive/MyDrive/Scientific Image Data/train_images/forged/10886.png,/content/drive/MyDrive/Scientific Image Data/train_masks/10886.npy,666,1000,1,666,1.5015015015015014,666.0,False,666000,2,80460,0.12081081081081081,large
train,forged,10911,/content/drive/MyDrive/Scientific Image Data/train_images/forged/10911.png,/content/drive/MyDrive/Scientific Image Data/train_masks/10911.npy,256,256,1,256,1.0,256.0,False,65536,2,198,0.003021240234375,small
train,forged,10939,/content/drive/MyDrive/Scientific Image Data/train_images/forged/10939.png,/content/drive/MyDrive/Scientific Image Data/train_masks/10939.npy,360,360,2,360,1.0,180.0,False,129600,2,3331,0.02570216049382716,medium
train,forged,10951,/content/drive/MyDrive/Scientific Image Data/train_images/forged/10951.png,/content/drive/MyDrive/Scientific Image Data/train_masks/10951.npy,177,673,1,177,3.8022598870056497,177.0,False,119121,2,5938,0.04984847340099562,medium
train,forged,1097,/content/drive/MyDrive/Scientific Image Data/train_images/forged/1097.png,/content/drive/MyDrive/Scientific Image Data/train_masks/1097.npy,360,360,3,360,1.0,120.0,False,129600,2,4502,0.03473765432098765,medium
train,forged,10980,/content/drive/MyDrive/Scientific Image Data/train_images/forged/10980.png,/content/drive/MyDrive/Scientific Image Data/train_masks/10980.npy,512,512,2,512,1.0,256.0,False,262144,2,808,0.003082275390625,small
train,forged,10986,/content/drive/MyDrive/Scientific Image Data/train_images/forged/10986.png,/content/drive/MyDrive/Scientific Image Data/train_masks/10986.npy,231,275,2,231,1.1904761904761905,115.5,False,63525,2,1757,0.02765840220385675,medium
train,forged,10991,/content/drive/MyDrive/Scientific Image Data/train_images/forged/10991.png,/content/drive/MyDrive/Scientific Image Data/train_masks/10991.npy,256,256,2,256,1.0,128.0,False,65536,2,157,0.0023956298828125,small
train,forged,10992,/content/drive/MyDrive/Scientific Image Data/train_images/forged/10992.png,/content/drive/MyDrive/Scientific Image Data/train_masks/10992.npy,666,1000,2,666,1.5015015015015014,333.0,False,666000,2,58222,0.08742042042042042,large
train,forged,1101,/content/drive/MyDrive/Scientific Image Data/train_images/forged/1101.png,/content/drive/MyDrive/Scientific Image Data/train_masks/1101.npy,1200,1600,2,1200,1.3333333333333333,600.0,False,1920000,2,1784,0.0009291666666666667,tiny
train,forged,11010,/content/drive/MyDrive/Scientific Image Data/train_images/forged/11010.png,/content/drive/MyDrive/Scientific Image Data/train_masks/11010.npy,1200,1600,2,1200,1.3333333333333333,600.0,False,1920000,2,2626,0.0013677083333333334,small
train,forged,11014,/content/drive/MyDrive/Scientific Image Data/train_images/forged/11014.png,/content/drive/MyDrive/Scientific Image Data/train_masks/11014.npy,1200,1600,1,1200,1.3333333333333333,1200.0,False,1920000,2,7826,0.004076041666666667,small
train,forged,11128,/content/drive/MyDrive/Scientific Image Data/train_images/forged/11128.png,/content/drive/MyDrive/Scientific Image Data/train_masks/11128.npy,365,483,1,365,1.3232876712328767,365.0,False,176295,2,12338,0.06998496837686832,large
train,forged,11130,/content/drive/MyDrive/Scientific Image Data/train_images/forged/11130.png,/content/drive/MyDrive/Scientific Image Data/train_masks/11130.npy,439,419,2,439,0.9544419134396356,219.5,False,183941,2,1638,0.008905029330056921,small
train,forged,11206,/content/drive/MyDrive/Scientific Image Data/train_images/forged/11206.png,/content/drive/MyDrive/Scientific Image Data/train_masks/11206.npy,666,1000,2,666,1.5015015015015014,333.0,False,666000,2,27528,0.04133333333333333,medium
train,forged,11223,/content/drive/MyDrive/Scientific Image Data/train_images/forged/11223.png,/content/drive/MyDrive/Scientific Image Data/train_masks/11223.npy,1200,1600,2,1200,1.3333333333333333,600.0,False,1920000,2,3810,0.001984375,small
train,forged,11240,/content/drive/MyDrive/Scientific Image Data/train_images/forged/11240.png,/content/drive/MyDrive/Scientific Image Data/train_masks/11240.npy,214,755,1,214,3.52803738317757,214.0,False,161570,2,17562,0.10869592127251346,large
train,forged,11249,/content/drive/MyDrive/Scientific Image Data/train_images/forged/11249.png,/content/drive/MyDrive/Scientific Image Data/train_masks/11249.npy,512,704,1,512,1.375,512.0,False,360448,2,43306,0.12014493075284091,large
train,forged,11277,/content/drive/MyDrive/Scientific Image Data/train_images/forged/11277.png,/content/drive/MyDrive/Scientific Image Data/train_masks/11277.npy,1200,1600,2,1200,1.3333333333333333,600.0,False,1920000,2,2641,0.0013755208333333334,small
train,forged,11296,/content/drive/MyDrive/Scientific Image Data/train_images/forged/11296.png,/content/drive/MyDrive/Scientific Image Data/train_masks/11296.npy,512,512,1,512,1.0,512.0,False,262144,2,2035,0.007762908935546875,small
train,forged,11299,/content/drive/MyDrive/Scientific Image Data/train_images/forged/11299.png,/content/drive/MyDrive/Scientific Image Data/train_masks/11299.npy,473,925,2,473,1.9556025369978858,236.5,False,437525,2,13992,0.031979886863607795,medium
train,forged,11307,/content/drive/MyDrive/Scientific Image Data/train_images/forged/11307.png,/content/drive/MyDrive/Scientific Image Data/train_masks/11307.npy,520,696,1,520,1.3384615384615384,520.0,False,361920,2,2105,0.005816202475685235,small
train,forged,11333,/content/drive/MyDrive/Scientific Image Data/train_images/forged/11333.png,/content/drive/MyDrive/Scientific Image Data/train_masks/11333.npy,1200,1600,3,1200,1.3333333333333333,400.0,False,1920000,2,9824,0.005116666666666667,small
train,forged,11356,/content/drive/MyDrive/Scientific Image Data/train_images/forged/11356.png,/content/drive/MyDrive/Scientific Image Data/train_masks/11356.npy,256,256,3,256,1.0,85.33333333333333,False,65536,2,1175,0.0179290771484375,medium
train,forged,1137,/content/drive/MyDrive/Scientific Image Data/train_images/forged/1137.png,/content/drive/MyDrive/Scientific Image Data/train_masks/1137.npy,270,480,2,270,1.7777777777777777,135.0,False,129600,2,4074,0.031435185185185184,medium
train,forged,11392,/content/drive/MyDrive/Scientific Image Data/train_images/forged/11392.png,/content/drive/MyDrive/Scientific Image Data/train_masks/11392.npy,666,1000,1,666,1.5015015015015014,666.0,False,666000,2,36396,0.05464864864864865,large
