sample_source,sample_type,sample_id,image_path,mask_path,pair_status
supplemental,forged,50798,/content/drive/MyDrive/Scientific Image Data/supplemental_images/50798.png,/content/drive/MyDrive/Scientific Image Data/supplemental_masks/50798.npy,matched
supplemental,forged,51318,/content/drive/MyDrive/Scientific Image Data/supplemental_images/51318.png,/content/drive/MyDrive/Scientific Image Data/supplemental_masks/51318.npy,matched
supplemental,forged,5205,/content/drive/MyDrive/Scientific Image Data/supplemental_images/5205.png,/content/drive/MyDrive/Scientific Image Data/supplemental_masks/5205.npy,matched
supplemental,forged,5355,/content/drive/MyDrive/Scientific Image Data/supplemental_images/5355.png,/content/drive/MyDrive/Scientific Image Data/supplemental_masks/5355.npy,matched
supplemental,forged,59764,/content/drive/MyDrive/Scientific Image Data/supplemental_images/59764.png,/content/drive/MyDrive/Scientific Image Data/supplemental_masks/59764.npy,matched
supplemental,forged,60087,/content/drive/MyDrive/Scientific Image Data/supplemental_images/60087.png,/content/drive/MyDrive/Scientific Image Data/supplemental_masks/60087.npy,matched
supplemental,forged,63106,/content/drive/MyDrive/Scientific Image Data/supplemental_images/63106.png,/content/drive/MyDrive/Scientific Image Data/supplemental_masks/63106.npy,matched
supplemental,forged,63435,/content/drive/MyDrive/Scientific Image Data/supplemental_images/63435.png,/content/drive/MyDrive/Scientific Image Data/supplemental_masks/63435.npy,matched
supplemental,forged,64908,/content/drive/MyDrive/Scientific Image Data/supplemental_images/64908.png,/content/drive/MyDrive/Scientific Image Data/supplemental_masks/64908.npy,matched
train,forged,10,/content/drive/MyDrive/Scientific Image Data/train_images/forged/10.png,/content/drive/MyDrive/Scientific Image Data/train_masks/10.npy,matched
train,forged,10015,/content/drive/MyDrive/Scientific Image Data/train_images/forged/10015.png,/content/drive/MyDrive/Scientific Image Data/train_masks/10015.npy,matched
train,forged,10017,/content/drive/MyDrive/Scientific Image Data/train_images/forged/10017.png,/content/drive/MyDrive/Scientific Image Data/train_masks/10017.npy,matched
train,forged,10030,/content/drive/MyDrive/Scientific Image Data/train_images/forged/10030.png,/content/drive/MyDrive/Scientific Image Data/train_masks/10030.npy,matched
train,forged,10070,/content/drive/MyDrive/Scientific Image Data/train_images/forged/10070.png,/content/drive/MyDrive/Scientific Image Data/train_masks/10070.npy,matched
train,forged,1008,/content/drive/MyDrive/Scientific Image Data/train_images/forged/1008.png,/content/drive/MyDrive/Scientific Image Data/train_masks/1008.npy,matched
train,forged,10138,/content/drive/MyDrive/Scientific Image Data/train_images/forged/10138.png,/content/drive/MyDrive/Scientific Image Data/train_masks/10138.npy,matched
train,forged,10139,/content/drive/MyDrive/Scientific Image Data/train_images/forged/10139.png,/content/drive/MyDrive/Scientific Image Data/train_masks/10139.npy,matched
train,forged,10147,/content/drive/MyDrive/Scientific Image Data/train_images/forged/10147.png,/content/drive/MyDrive/Scientific Image Data/train_masks/10147.npy,matched
train,forged,10152,/content/drive/MyDrive/Scientific Image Data/train_images/forged/10152.png,/content/drive/MyDrive/Scientific Image Data/train_masks/10152.npy,matched
train,forged,10176,/content/drive/MyDrive/Scientific Image Data/train_images/forged/10176.png,/content/drive/MyDrive/Scientific Image Data/train_masks/10176.npy,matched
train,forged,10180,/content/drive/MyDrive/Scientific Image Data/train_images/forged/10180.png,/content/drive/MyDrive/Scientific Image Data/train_masks/10180.npy,matched
train,forged,10208,/content/drive/MyDrive/Scientific Image Data/train_images/forged/10208.png,/content/drive/MyDrive/Scientific Image Data/train_masks/10208.npy,matched
train,forged,10266,/content/drive/MyDrive/Scientific Image Data/train_images/forged/10266.png,/content/drive/MyDrive/Scientific Image Data/train_masks/10266.npy,matched
train,forged,10277,/content/drive/MyDrive/Scientific Image Data/train_images/forged/10277.png,/content/drive/MyDrive/Scientific Image Data/train_masks/10277.npy,matched
train,forged,10290,/content/drive/MyDrive/Scientific Image Data/train_images/forged/10290.png,/content/drive/MyDrive/Scientific Image Data/train_masks/10290.npy,matched
train,forged,10296,/content/drive/MyDrive/Scientific Image Data/train_images/forged/10296.png,/content/drive/MyDrive/Scientific Image Data/train_masks/10296.npy,matched
train,forged,10307,/content/drive/MyDrive/Scientific Image Data/train_images/forged/10307.png,/content/drive/MyDrive/Scientific Image Data/train_masks/10307.npy,matched
train,forged,10348,/content/drive/MyDrive/Scientific Image Data/train_images/forged/10348.png,/content/drive/MyDrive/Scientific Image Data/train_masks/10348.npy,matched
train,forged,10398,/content/drive/MyDrive/Scientific Image Data/train_images/forged/10398.png,/content/drive/MyDrive/Scientific Image Data/train_masks/10398.npy,matched
train,forged,10408,/content/drive/MyDrive/Scientific Image Data/train_images/forged/10408.png,/content/drive/MyDrive/Scientific Image Data/train_masks/10408.npy,matched
train,forged,1041,/content/drive/MyDrive/Scientific Image Data/train_images/forged/1041.png,/content/drive/MyDrive/Scientific Image Data/train_masks/1041.npy,matched
train,forged,10435,/content/drive/MyDrive/Scientific Image Data/train_images/forged/10435.png,/content/drive/MyDrive/Scientific Image Data/train_masks/10435.npy,matched
train,forged,10448,/content/drive/MyDrive/Scientific Image Data/train_images/forged/10448.png,/content/drive/MyDrive/Scientific Image Data/train_masks/10448.npy,matched
train,forged,10457,/content/drive/MyDrive/Scientific Image Data/train_images/forged/10457.png,/content/drive/MyDrive/Scientific Image Data/train_masks/10457.npy,matched
train,forged,10458,/content/drive/MyDrive/Scientific Image Data/train_images/forged/10458.png,/content/drive/MyDrive/Scientific Image Data/train_masks/10458.npy,matched
train,forged,10476,/content/drive/MyDrive/Scientific Image Data/train_images/forged/10476.png,/content/drive/MyDrive/Scientific Image Data/train_masks/10476.npy,matched
train,forged,10505,/content/drive/MyDrive/Scientific Image Data/train_images/forged/10505.png,/content/drive/MyDrive/Scientific Image Data/train_masks/10505.npy,matched
train,forged,10570,/content/drive/MyDrive/Scientific Image Data/train_images/forged/10570.png,/content/drive/MyDrive/Scientific Image Data/train_masks/10570.npy,matched
train,forged,10602,/content/drive/MyDrive/Scientific Image Data/train_images/forged/10602.png,/content/drive/MyDrive/Scientific Image Data/train_masks/10602.npy,matched
train,forged,10632,/content/drive/MyDrive/Scientific Image Data/train_images/forged/10632.png,/content/drive/MyDrive/Scientific Image Data/train_masks/10632.npy,matched
train,forged,10636,/content/drive/MyDrive/Scientific Image Data/train_images/forged/10636.png,/content/drive/MyDrive/Scientific Image Data/train_masks/10636.npy,matched
train,forged,10645,/content/drive/MyDrive/Scientific Image Data/train_images/forged/10645.png,/content/drive/MyDrive/Scientific Image Data/train_masks/10645.npy,matched
train,forged,1070,/content/drive/MyDrive/Scientific Image Data/train_images/forged/1070.png,/content/drive/MyDrive/Scientific Image Data/train_masks/1070.npy,matched
train,forged,10703,/content/drive/MyDrive/Scientific Image Data/train_images/forged/10703.png,/content/drive/MyDrive/Scientific Image Data/train_masks/10703.npy,matched
train,forged,10730,/content/drive/MyDrive/Scientific Image Data/train_images/forged/10730.png,/content/drive/MyDrive/Scientific Image Data/train_masks/10730.npy,matched
train,forged,10742,/content/drive/MyDrive/Scientific Image Data/train_images/forged/10742.png,/content/drive/MyDrive/Scientific Image Data/train_masks/10742.npy,matched
train,forged,10799,/content/drive/MyDrive/Scientific Image Data/train_images/forged/10799.png,/content/drive/MyDrive/Scientific Image Data/train_masks/10799.npy,matched
train,forged,10838,/content/drive/MyDrive/Scientific Image Data/train_images/forged/10838.png,/content/drive/MyDrive/Scientific Image Data/train_masks/10838.npy,matched
train,forged,10855,/content/drive/MyDrive/Scientific Image Data/train_images/forged/10855.png,/content/drive/MyDrive/Scientific Image Data/train_masks/10855.npy,matched
train,forged,10878,/content/drive/MyDrive/Scientific Image Data/train_images/forged/10878.png,/content/drive/MyDrive/Scientific Image Data/train_masks/10878.npy,matched
train,forged,10884,/content/drive/MyDrive/Scientific Image Data/train_images/forged/10884.png,/content/drive/MyDrive/Scientific Image Data/train_masks/10884.npy,matched
train,forged,10886,/content/drive/MyDrive/Scientific Image Data/train_images/forged/10886.png,/content/drive/MyDrive/Scientific Image Data/train_masks/10886.npy,matched
train,forged,10911,/content/drive/MyDrive/Scientific Image Data/train_images/forged/10911.png,/content/drive/MyDrive/Scientific Image Data/train_masks/10911.npy,matched
train,forged,10939,/content/drive/MyDrive/Scientific Image Data/train_images/forged/10939.png,/content/drive/MyDrive/Scientific Image Data/train_masks/10939.npy,matched
train,forged,10951,/content/drive/MyDrive/Scientific Image Data/train_images/forged/10951.png,/content/drive/MyDrive/Scientific Image Data/train_masks/10951.npy,matched
train,forged,1097,/content/drive/MyDrive/Scientific Image Data/train_images/forged/1097.png,/content/drive/MyDrive/Scientific Image Data/train_masks/1097.npy,matched
train,forged,10980,/content/drive/MyDrive/Scientific Image Data/train_images/forged/10980.png,/content/drive/MyDrive/Scientific Image Data/train_masks/10980.npy,matched
train,forged,10986,/content/drive/MyDrive/Scientific Image Data/train_images/forged/10986.png,/content/drive/MyDrive/Scientific Image Data/train_masks/10986.npy,matched
train,forged,10991,/content/drive/MyDrive/Scientific Image Data/train_images/forged/10991.png,/content/drive/MyDrive/Scientific Image Data/train_masks/10991.npy,matched
train,forged,10992,/content/drive/MyDrive/Scientific Image Data/train_images/forged/10992.png,/content/drive/MyDrive/Scientific Image Data/train_masks/10992.npy,matched
train,forged,1101,/content/drive/MyDrive/Scientific Image Data/train_images/forged/1101.png,/content/drive/MyDrive/Scientific Image Data/train_masks/1101.npy,matched
train,forged,11010,/content/drive/MyDrive/Scientific Image Data/train_images/forged/11010.png,/content/drive/MyDrive/Scientific Image Data/train_masks/11010.npy,matched
train,forged,11014,/content/drive/MyDrive/Scientific Image Data/train_images/forged/11014.png,/content/drive/MyDrive/Scientific Image Data/train_masks/11014.npy,matched
train,forged,11128,/content/drive/MyDrive/Scientific Image Data/train_images/forged/11128.png,/content/drive/MyDrive/Scientific Image Data/train_masks/11128.npy,matched
train,forged,11130,/content/drive/MyDrive/Scientific Image Data/train_images/forged/11130.png,/content/drive/MyDrive/Scientific Image Data/train_masks/11130.npy,matched
train,forged,11206,/content/drive/MyDrive/Scientific Image Data/train_images/forged/11206.png,/content/drive/MyDrive/Scientific Image Data/train_masks/11206.npy,matched
train,forged,11223,/content/drive/MyDrive/Scientific Image Data/train_images/forged/11223.png,/content/drive/MyDrive/Scientific Image Data/train_masks/11223.npy,matched
train,forged,11240,/content/drive/MyDrive/Scientific Image Data/train_images/forged/11240.png,/content/drive/MyDrive/Scientific Image Data/train_masks/11240.npy,matched
train,forged,11249,/content/drive/MyDrive/Scientific Image Data/train_images/forged/11249.png,/content/drive/MyDrive/Scientific Image Data/train_masks/11249.npy,matched
train,forged,11277,/content/drive/MyDrive/Scientific Image Data/train_images/forged/11277.png,/content/drive/MyDrive/Scientific Image Data/train_masks/11277.npy,matched
train,forged,11296,/content/drive/MyDrive/Scientific Image Data/train_images/forged/11296.png,/content/drive/MyDrive/Scientific Image Data/train_masks/11296.npy,matched
train,forged,11299,/content/drive/MyDrive/Scientific Image Data/train_images/forged/11299.png,/content/drive/MyDrive/Scientific Image Data/train_masks/11299.npy,matched
train,forged,11307,/content/drive/MyDrive/Scientific Image Data/train_images/forged/11307.png,/content/drive/MyDrive/Scientific Image Data/train_masks/11307.npy,matched
train,forged,11333,/content/drive/MyDrive/Scientific Image Data/train_images/forged/11333.png,/content/drive/MyDrive/Scientific Image Data/train_masks/11333.npy,matched
train,forged,11356,/content/drive/MyDrive/Scientific Image Data/train_images/forged/11356.png,/content/drive/MyDrive/Scientific Image Data/train_masks/11356.npy,matched
train,forged,1137,/content/drive/MyDrive/Scientific Image Data/train_images/forged/1137.png,/content/drive/MyDrive/Scientific Image Data/train_masks/1137.npy,matched
train,forged,11392,/content/drive/MyDrive/Scientific Image Data/train_images/forged/11392.png,/content/drive/MyDrive/Scientific Image Data/train_masks/11392.npy,matched
train,forged,11399,/content/drive/MyDrive/Scientific Image Data/train_images/forged/11399.png,/content/drive/MyDrive/Scientific Image Data/train_masks/11399.npy,matched
train,forged,11426,/content/drive/MyDrive/Scientific Image Data/train_images/forged/11426.png,/content/drive/MyDrive/Scientific Image Data/train_masks/11426.npy,matched
train,forged,1143,/content/drive/MyDrive/Scientific Image Data/train_images/forged/1143.png,/content/drive/MyDrive/Scientific Image Data/train_masks/1143.npy,matched
train,forged,11440,/content/drive/MyDrive/Scientific Image Data/train_images/forged/11440.png,/content/drive/MyDrive/Scientific Image Data/train_masks/11440.npy,matched
train,forged,11446,/content/drive/MyDrive/Scientific Image Data/train_images/forged/11446.png,/content/drive/MyDrive/Scientific Image Data/train_masks/11446.npy,matched
train,forged,11501,/content/drive/MyDrive/Scientific Image Data/train_images/forged/11501.png,/content/drive/MyDrive/Scientific Image Data/train_masks/11501.npy,matched
train,forged,11508,/content/drive/MyDrive/Scientific Image Data/train_images/forged/11508.png,/content/drive/MyDrive/Scientific Image Data/train_masks/11508.npy,matched
train,forged,11513,/content/drive/MyDrive/Scientific Image Data/train_images/forged/11513.png,/content/drive/MyDrive/Scientific Image Data/train_masks/11513.npy,matched
train,forged,11547,/content/drive/MyDrive/Scientific Image Data/train_images/forged/11547.png,/content/drive/MyDrive/Scientific Image Data/train_masks/11547.npy,matched
train,forged,11548,/content/drive/MyDrive/Scientific Image Data/train_images/forged/11548.png,/content/drive/MyDrive/Scientific Image Data/train_masks/11548.npy,matched
train,forged,11639,/content/drive/MyDrive/Scientific Image Data/train_images/forged/11639.png,/content/drive/MyDrive/Scientific Image Data/train_masks/11639.npy,matched
train,forged,11646,/content/drive/MyDrive/Scientific Image Data/train_images/forged/11646.png,/content/drive/MyDrive/Scientific Image Data/train_masks/11646.npy,matched
train,forged,11662,/content/drive/MyDrive/Scientific Image Data/train_images/forged/11662.png,/content/drive/MyDrive/Scientific Image Data/train_masks/11662.npy,matched
train,forged,11698,/content/drive/MyDrive/Scientific Image Data/train_images/forged/11698.png,/content/drive/MyDrive/Scientific Image Data/train_masks/11698.npy,matched
train,forged,11708,/content/drive/MyDrive/Scientific Image Data/train_images/forged/11708.png,/content/drive/MyDrive/Scientific Image Data/train_masks/11708.npy,matched
train,forged,1173,/content/drive/MyDrive/Scientific Image Data/train_images/forged/1173.png,/content/drive/MyDrive/Scientific Image Data/train_masks/1173.npy,matched
train,forged,1174,/content/drive/MyDrive/Scientific Image Data/train_images/forged/1174.png,/content/drive/MyDrive/Scientific Image Data/train_masks/1174.npy,matched
train,forged,11740,/content/drive/MyDrive/Scientific Image Data/train_images/forged/11740.png,/content/drive/MyDrive/Scientific Image Data/train_masks/11740.npy,matched
train,forged,11747,/content/drive/MyDrive/Scientific Image Data/train_images/forged/11747.png,/content/drive/MyDrive/Scientific Image Data/train_masks/11747.npy,matched
train,forged,11761,/content/drive/MyDrive/Scientific Image Data/train_images/forged/11761.png,/content/drive/MyDrive/Scientific Image Data/train_masks/11761.npy,matched
train,forged,11764,/content/drive/MyDrive/Scientific Image Data/train_images/forged/11764.png,/content/drive/MyDrive/Scientific Image Data/train_masks/11764.npy,matched
train,forged,11785,/content/drive/MyDrive/Scientific Image Data/train_images/forged/11785.png,/content/drive/MyDrive/Scientific Image Data/train_masks/11785.npy,matched
train,forged,11854,/content/drive/MyDrive/Scientific Image Data/train_images/forged/11854.png,/content/drive/MyDrive/Scientific Image Data/train_masks/11854.npy,matched
train,forged,11904,/content/drive/MyDrive/Scientific Image Data/train_images/forged/11904.png,/content/drive/MyDrive/Scientific Image Data/train_masks/11904.npy,matched
train,forged,11910,/content/drive/MyDrive/Scientific Image Data/train_images/forged/11910.png,/content/drive/MyDrive/Scientific Image Data/train_masks/11910.npy,matched
train,forged,11919,/content/drive/MyDrive/Scientific Image Data/train_images/forged/11919.png,/content/drive/MyDrive/Scientific Image Data/train_masks/11919.npy,matched
train,forged,11942,/content/drive/MyDrive/Scientific Image Data/train_images/forged/11942.png,/content/drive/MyDrive/Scientific Image Data/train_masks/11942.npy,matched
train,forged,11954,/content/drive/MyDrive/Scientific Image Data/train_images/forged/11954.png,/content/drive/MyDrive/Scientific Image Data/train_masks/11954.npy,matched
train,forged,11964,/content/drive/MyDrive/Scientific Image Data/train_images/forged/11964.png,/content/drive/MyDrive/Scientific Image Data/train_masks/11964.npy,matched
train,forged,11985,/content/drive/MyDrive/Scientific Image Data/train_images/forged/11985.png,/content/drive/MyDrive/Scientific Image Data/train_masks/11985.npy,matched
train,forged,1201,/content/drive/MyDrive/Scientific Image Data/train_images/forged/1201.png,/content/drive/MyDrive/Scientific Image Data/train_masks/1201.npy,matched
train,forged,12019,/content/drive/MyDrive/Scientific Image Data/train_images/forged/12019.png,/content/drive/MyDrive/Scientific Image Data/train_masks/12019.npy,matched
train,forged,12025,/content/drive/MyDrive/Scientific Image Data/train_images/forged/12025.png,/content/drive/MyDrive/Scientific Image Data/train_masks/12025.npy,matched
train,forged,12046,/content/drive/MyDrive/Scientific Image Data/train_images/forged/12046.png,/content/drive/MyDrive/Scientific Image Data/train_masks/12046.npy,matched
train,forged,12051,/content/drive/MyDrive/Scientific Image Data/train_images/forged/12051.png,/content/drive/MyDrive/Scientific Image Data/train_masks/12051.npy,matched
train,forged,12063,/content/drive/MyDrive/Scientific Image Data/train_images/forged/12063.png,/content/drive/MyDrive/Scientific Image Data/train_masks/12063.npy,matched
train,forged,12064,/content/drive/MyDrive/Scientific Image Data/train_images/forged/12064.png,/content/drive/MyDrive/Scientific Image Data/train_masks/12064.npy,matched
train,forged,12073,/content/drive/MyDrive/Scientific Image Data/train_images/forged/12073.png,/content/drive/MyDrive/Scientific Image Data/train_masks/12073.npy,matched
train,forged,12115,/content/drive/MyDrive/Scientific Image Data/train_images/forged/12115.png,/content/drive/MyDrive/Scientific Image Data/train_masks/12115.npy,matched
train,forged,12124,/content/drive/MyDrive/Scientific Image Data/train_images/forged/12124.png,/content/drive/MyDrive/Scientific Image Data/train_masks/12124.npy,matched
train,forged,12143,/content/drive/MyDrive/Scientific Image Data/train_images/forged/12143.png,/content/drive/MyDrive/Scientific Image Data/train_masks/12143.npy,matched
train,forged,12149,/content/drive/MyDrive/Scientific Image Data/train_images/forged/12149.png,/content/drive/MyDrive/Scientific Image Data/train_masks/12149.npy,matched
train,forged,12150,/content/drive/MyDrive/Scientific Image Data/train_images/forged/12150.png,/content/drive/MyDrive/Scientific Image Data/train_masks/12150.npy,matched
train,forged,12184,/content/drive/MyDrive/Scientific Image Data/train_images/forged/12184.png,/content/drive/MyDrive/Scientific Image Data/train_masks/12184.npy,matched
train,forged,12244,/content/drive/MyDrive/Scientific Image Data/train_images/forged/12244.png,/content/drive/MyDrive/Scientific Image Data/train_masks/12244.npy,matched
train,forged,1225,/content/drive/MyDrive/Scientific Image Data/train_images/forged/1225.png,/content/drive/MyDrive/Scientific Image Data/train_masks/1225.npy,matched
train,forged,12261,/content/drive/MyDrive/Scientific Image Data/train_images/forged/12261.png,/content/drive/MyDrive/Scientific Image Data/train_masks/12261.npy,matched
train,forged,12262,/content/drive/MyDrive/Scientific Image Data/train_images/forged/12262.png,/content/drive/MyDrive/Scientific Image Data/train_masks/12262.npy,matched
train,forged,12265,/content/drive/MyDrive/Scientific Image Data/train_images/forged/12265.png,/content/drive/MyDrive/Scientific Image Data/train_masks/12265.npy,matched
train,forged,12289,/content/drive/MyDrive/Scientific Image Data/train_images/forged/12289.png,/content/drive/MyDrive/Scientific Image Data/train_masks/12289.npy,matched
train,forged,12298,/content/drive/MyDrive/Scientific Image Data/train_images/forged/12298.png,/content/drive/MyDrive/Scientific Image Data/train_masks/12298.npy,matched
train,forged,12299,/content/drive/MyDrive/Scientific Image Data/train_images/forged/12299.png,/content/drive/MyDrive/Scientific Image Data/train_masks/12299.npy,matched
train,forged,12300,/content/drive/MyDrive/Scientific Image Data/train_images/forged/12300.png,/content/drive/MyDrive/Scientific Image Data/train_masks/12300.npy,matched
train,forged,12307,/content/drive/MyDrive/Scientific Image Data/train_images/forged/12307.png,/content/drive/MyDrive/Scientific Image Data/train_masks/12307.npy,matched
train,forged,12335,/content/drive/MyDrive/Scientific Image Data/train_images/forged/12335.png,/content/drive/MyDrive/Scientific Image Data/train_masks/12335.npy,matched
train,forged,12355,/content/drive/MyDrive/Scientific Image Data/train_images/forged/12355.png,/content/drive/MyDrive/Scientific Image Data/train_masks/12355.npy,matched
train,forged,12363,/content/drive/MyDrive/Scientific Image Data/train_images/forged/12363.png,/content/drive/MyDrive/Scientific Image Data/train_masks/12363.npy,matched
train,forged,12364,/content/drive/MyDrive/Scientific Image Data/train_images/forged/12364.png,/content/drive/MyDrive/Scientific Image Data/train_masks/12364.npy,matched
train,forged,12366,/content/drive/MyDrive/Scientific Image Data/train_images/forged/12366.png,/content/drive/MyDrive/Scientific Image Data/train_masks/12366.npy,matched
train,forged,1237,/content/drive/MyDrive/Scientific Image Data/train_images/forged/1237.png,/content/drive/MyDrive/Scientific Image Data/train_masks/1237.npy,matched
train,forged,12412,/content/drive/MyDrive/Scientific Image Data/train_images/forged/12412.png,/content/drive/MyDrive/Scientific Image Data/train_masks/12412.npy,matched
train,forged,12427,/content/drive/MyDrive/Scientific Image Data/train_images/forged/12427.png,/content/drive/MyDrive/Scientific Image Data/train_masks/12427.npy,matched
train,forged,12446,/content/drive/MyDrive/Scientific Image Data/train_images/forged/12446.png,/content/drive/MyDrive/Scientific Image Data/train_masks/12446.npy,matched
