sample_source,sample_type,sample_id,image_path,mask_path,pair_status
train,authentic,11206,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/11206.png,,no_mask_expected
train,authentic,11223,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/11223.png,,no_mask_expected
train,authentic,11240,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/11240.png,,no_mask_expected
train,authentic,11249,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/11249.png,,no_mask_expected
train,authentic,11277,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/11277.png,,no_mask_expected
train,authentic,11296,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/11296.png,,no_mask_expected
train,authentic,11299,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/11299.png,,no_mask_expected
train,authentic,11307,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/11307.png,,no_mask_expected
train,authentic,11356,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/11356.png,,no_mask_expected
train,authentic,11392,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/11392.png,,no_mask_expected
train,authentic,11399,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/11399.png,,no_mask_expected
train,authentic,11426,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/11426.png,,no_mask_expected
train,authentic,1143,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/1143.png,,no_mask_expected
train,authentic,11440,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/11440.png,,no_mask_expected
train,authentic,11446,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/11446.png,,no_mask_expected
train,authentic,11501,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/11501.png,,no_mask_expected
train,authentic,11508,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/11508.png,,no_mask_expected
train,authentic,11513,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/11513.png,,no_mask_expected
train,authentic,11547,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/11547.png,,no_mask_expected
train,authentic,11548,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/11548.png,,no_mask_expected
train,authentic,11639,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/11639.png,,no_mask_expected
train,authentic,11646,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/11646.png,,no_mask_expected
train,authentic,11662,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/11662.png,,no_mask_expected
train,authentic,11698,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/11698.png,,no_mask_expected
train,authentic,11708,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/11708.png,,no_mask_expected
train,authentic,1173,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/1173.png,,no_mask_expected
train,authentic,1174,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/1174.png,,no_mask_expected
train,authentic,11740,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/11740.png,,no_mask_expected
train,authentic,11747,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/11747.png,,no_mask_expected
train,authentic,11761,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/11761.png,,no_mask_expected
train,authentic,11854,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/11854.png,,no_mask_expected
train,authentic,11904,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/11904.png,,no_mask_expected
train,authentic,11910,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/11910.png,,no_mask_expected
train,authentic,11919,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/11919.png,,no_mask_expected
train,authentic,11942,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/11942.png,,no_mask_expected
train,authentic,11954,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/11954.png,,no_mask_expected
train,authentic,11964,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/11964.png,,no_mask_expected
train,authentic,11985,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/11985.png,,no_mask_expected
train,authentic,1201,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/1201.png,,no_mask_expected
train,authentic,12019,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/12019.png,,no_mask_expected
train,authentic,12046,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/12046.png,,no_mask_expected
train,authentic,12051,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/12051.png,,no_mask_expected
train,authentic,12064,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/12064.png,,no_mask_expected
train,authentic,12073,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/12073.png,,no_mask_expected
train,authentic,12115,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/12115.png,,no_mask_expected
train,authentic,12124,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/12124.png,,no_mask_expected
train,authentic,12143,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/12143.png,,no_mask_expected
train,authentic,12149,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/12149.png,,no_mask_expected
train,authentic,12184,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/12184.png,,no_mask_expected
train,authentic,12244,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/12244.png,,no_mask_expected
train,authentic,1225,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/1225.png,,no_mask_expected
train,authentic,12261,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/12261.png,,no_mask_expected
train,authentic,12262,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/12262.png,,no_mask_expected
train,authentic,12265,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/12265.png,,no_mask_expected
train,authentic,12289,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/12289.png,,no_mask_expected
train,authentic,12298,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/12298.png,,no_mask_expected
train,authentic,12299,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/12299.png,,no_mask_expected
train,authentic,12300,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/12300.png,,no_mask_expected
train,authentic,12307,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/12307.png,,no_mask_expected
train,authentic,12355,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/12355.png,,no_mask_expected
train,authentic,12363,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/12363.png,,no_mask_expected
train,authentic,12364,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/12364.png,,no_mask_expected
train,authentic,12366,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/12366.png,,no_mask_expected
train,authentic,1237,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/1237.png,,no_mask_expected
train,authentic,12412,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/12412.png,,no_mask_expected
train,authentic,12427,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/12427.png,,no_mask_expected
train,authentic,12446,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/12446.png,,no_mask_expected
train,authentic,12459,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/12459.png,,no_mask_expected
train,authentic,12505,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/12505.png,,no_mask_expected
train,authentic,1251,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/1251.png,,no_mask_expected
train,authentic,12557,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/12557.png,,no_mask_expected
train,authentic,12572,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/12572.png,,no_mask_expected
train,authentic,12574,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/12574.png,,no_mask_expected
train,authentic,12589,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/12589.png,,no_mask_expected
train,authentic,12612,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/12612.png,,no_mask_expected
train,authentic,12615,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/12615.png,,no_mask_expected
train,authentic,12629,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/12629.png,,no_mask_expected
train,authentic,1270,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/1270.png,,no_mask_expected
train,authentic,12705,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/12705.png,,no_mask_expected
train,authentic,1272,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/1272.png,,no_mask_expected
train,authentic,12747,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/12747.png,,no_mask_expected
train,authentic,12793,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/12793.png,,no_mask_expected
train,authentic,12798,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/12798.png,,no_mask_expected
train,authentic,12809,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/12809.png,,no_mask_expected
train,authentic,12823,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/12823.png,,no_mask_expected
train,authentic,12862,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/12862.png,,no_mask_expected
train,authentic,12879,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/12879.png,,no_mask_expected
train,authentic,12912,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/12912.png,,no_mask_expected
train,authentic,12919,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/12919.png,,no_mask_expected
train,authentic,12924,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/12924.png,,no_mask_expected
train,authentic,13020,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/13020.png,,no_mask_expected
train,authentic,13072,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/13072.png,,no_mask_expected
train,authentic,13108,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/13108.png,,no_mask_expected
train,authentic,13115,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/13115.png,,no_mask_expected
train,authentic,13121,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/13121.png,,no_mask_expected
train,authentic,13187,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/13187.png,,no_mask_expected
train,authentic,13219,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/13219.png,,no_mask_expected
train,authentic,13254,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/13254.png,,no_mask_expected
train,authentic,13315,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/13315.png,,no_mask_expected
train,authentic,13333,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/13333.png,,no_mask_expected
train,authentic,13361,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/13361.png,,no_mask_expected
train,authentic,13415,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/13415.png,,no_mask_expected
train,authentic,13444,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/13444.png,,no_mask_expected
train,authentic,13451,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/13451.png,,no_mask_expected
train,authentic,13511,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/13511.png,,no_mask_expected
train,authentic,13516,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/13516.png,,no_mask_expected
train,authentic,1353,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/1353.png,,no_mask_expected
train,authentic,13603,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/13603.png,,no_mask_expected
train,authentic,13611,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/13611.png,,no_mask_expected
train,authentic,13624,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/13624.png,,no_mask_expected
train,authentic,13635,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/13635.png,,no_mask_expected
train,authentic,13665,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/13665.png,,no_mask_expected
train,authentic,13670,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/13670.png,,no_mask_expected
train,authentic,13677,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/13677.png,,no_mask_expected
train,authentic,13725,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/13725.png,,no_mask_expected
train,authentic,13742,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/13742.png,,no_mask_expected
train,authentic,13744,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/13744.png,,no_mask_expected
train,authentic,13785,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/13785.png,,no_mask_expected
train,authentic,13813,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/13813.png,,no_mask_expected
train,authentic,13839,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/13839.png,,no_mask_expected
train,authentic,13846,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/13846.png,,no_mask_expected
train,authentic,1385,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/1385.png,,no_mask_expected
train,authentic,1386,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/1386.png,,no_mask_expected
train,authentic,13863,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/13863.png,,no_mask_expected
train,authentic,13893,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/13893.png,,no_mask_expected
train,authentic,13898,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/13898.png,,no_mask_expected
train,authentic,13905,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/13905.png,,no_mask_expected
train,authentic,13920,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/13920.png,,no_mask_expected
train,authentic,13957,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/13957.png,,no_mask_expected
train,authentic,13971,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/13971.png,,no_mask_expected
train,authentic,13986,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/13986.png,,no_mask_expected
train,authentic,13989,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/13989.png,,no_mask_expected
train,authentic,14010,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/14010.png,,no_mask_expected
train,authentic,14048,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/14048.png,,no_mask_expected
train,authentic,14070,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/14070.png,,no_mask_expected
train,authentic,14087,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/14087.png,,no_mask_expected
train,authentic,14094,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/14094.png,,no_mask_expected
train,authentic,14114,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/14114.png,,no_mask_expected
train,authentic,14123,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/14123.png,,no_mask_expected
train,authentic,14170,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/14170.png,,no_mask_expected
train,authentic,14184,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/14184.png,,no_mask_expected
train,authentic,1419,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/1419.png,,no_mask_expected
train,authentic,14203,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/14203.png,,no_mask_expected
train,authentic,14205,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/14205.png,,no_mask_expected
train,authentic,14227,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/14227.png,,no_mask_expected
train,authentic,14324,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/14324.png,,no_mask_expected
train,authentic,14331,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/14331.png,,no_mask_expected
train,authentic,14371,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/14371.png,,no_mask_expected
train,authentic,14389,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/14389.png,,no_mask_expected
train,authentic,14436,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/14436.png,,no_mask_expected
train,authentic,14462,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/14462.png,,no_mask_expected
train,authentic,14478,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/14478.png,,no_mask_expected
train,authentic,14498,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/14498.png,,no_mask_expected
train,authentic,14506,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/14506.png,,no_mask_expected
train,authentic,14605,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/14605.png,,no_mask_expected
train,authentic,14608,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/14608.png,,no_mask_expected
train,authentic,14618,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/14618.png,,no_mask_expected
train,authentic,14622,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/14622.png,,no_mask_expected
train,authentic,14664,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/14664.png,,no_mask_expected
train,authentic,1467,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/1467.png,,no_mask_expected
train,authentic,14690,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/14690.png,,no_mask_expected
train,authentic,14692,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/14692.png,,no_mask_expected
train,authentic,14700,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/14700.png,,no_mask_expected
train,authentic,14710,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/14710.png,,no_mask_expected
train,authentic,14716,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/14716.png,,no_mask_expected
train,authentic,14720,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/14720.png,,no_mask_expected
train,authentic,14747,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/14747.png,,no_mask_expected
train,authentic,14770,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/14770.png,,no_mask_expected
train,authentic,14776,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/14776.png,,no_mask_expected
train,authentic,14820,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/14820.png,,no_mask_expected
train,authentic,14822,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/14822.png,,no_mask_expected
train,authentic,14829,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/14829.png,,no_mask_expected
train,authentic,14868,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/14868.png,,no_mask_expected
train,authentic,14891,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/14891.png,,no_mask_expected
train,authentic,14898,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/14898.png,,no_mask_expected
train,authentic,14908,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/14908.png,,no_mask_expected
train,authentic,14944,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/14944.png,,no_mask_expected
train,authentic,14954,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/14954.png,,no_mask_expected
train,authentic,14965,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/14965.png,,no_mask_expected
train,authentic,14988,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/14988.png,,no_mask_expected
train,authentic,14999,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/14999.png,,no_mask_expected
train,authentic,15010,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/15010.png,,no_mask_expected
train,authentic,15056,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/15056.png,,no_mask_expected
train,authentic,15061,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/15061.png,,no_mask_expected
train,authentic,15120,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/15120.png,,no_mask_expected
train,authentic,15171,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/15171.png,,no_mask_expected
train,authentic,15176,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/15176.png,,no_mask_expected
train,authentic,15269,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/15269.png,,no_mask_expected
train,authentic,15285,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/15285.png,,no_mask_expected
train,authentic,15295,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/15295.png,,no_mask_expected
train,authentic,15314,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/15314.png,,no_mask_expected
train,authentic,15321,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/15321.png,,no_mask_expected
train,authentic,1536,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/1536.png,,no_mask_expected
train,authentic,15369,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/15369.png,,no_mask_expected
train,authentic,1538,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/1538.png,,no_mask_expected
train,authentic,15409,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/15409.png,,no_mask_expected
train,authentic,15426,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/15426.png,,no_mask_expected
train,authentic,15453,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/15453.png,,no_mask_expected
train,authentic,15463,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/15463.png,,no_mask_expected
train,authentic,15566,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/15566.png,,no_mask_expected
train,authentic,15573,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/15573.png,,no_mask_expected
train,authentic,15579,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/15579.png,,no_mask_expected
train,authentic,156,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/156.png,,no_mask_expected
train,authentic,15660,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/15660.png,,no_mask_expected
train,authentic,15670,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/15670.png,,no_mask_expected
train,authentic,15733,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/15733.png,,no_mask_expected
train,authentic,1574,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/1574.png,,no_mask_expected
train,authentic,1575,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/1575.png,,no_mask_expected
train,authentic,15767,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/15767.png,,no_mask_expected
train,authentic,15784,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/15784.png,,no_mask_expected
train,authentic,15813,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/15813.png,,no_mask_expected
train,authentic,15815,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/15815.png,,no_mask_expected
train,authentic,15816,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/15816.png,,no_mask_expected
train,authentic,15860,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/15860.png,,no_mask_expected
train,authentic,1587,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/1587.png,,no_mask_expected
train,authentic,15879,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/15879.png,,no_mask_expected
train,authentic,15886,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/15886.png,,no_mask_expected
train,authentic,15913,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/15913.png,,no_mask_expected
