sample_source,sample_type,sample_id,image_path,mask_path,image_height,image_width,mask_height,mask_width,image_aspect_ratio
train,authentic,11223,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/11223.png,,1200,1600,,,1.3333333333333333
train,authentic,11240,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/11240.png,,214,755,,,3.52803738317757
train,authentic,11249,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/11249.png,,512,704,,,1.375
train,authentic,11277,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/11277.png,,1200,1600,,,1.3333333333333333
train,authentic,11296,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/11296.png,,512,512,,,1.0
train,authentic,11299,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/11299.png,,473,925,,,1.9556025369978858
train,authentic,11307,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/11307.png,,520,696,,,1.3384615384615384
train,authentic,11356,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/11356.png,,256,256,,,1.0
train,authentic,11392,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/11392.png,,666,1000,,,1.5015015015015014
train,authentic,11399,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/11399.png,,1200,1600,,,1.3333333333333333
train,authentic,11426,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/11426.png,,512,696,,,1.359375
train,authentic,1143,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/1143.png,,788,636,,,0.8071065989847716
train,authentic,11440,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/11440.png,,256,320,,,1.25
train,authentic,11446,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/11446.png,,1200,1600,,,1.3333333333333333
train,authentic,11501,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/11501.png,,418,1409,,,3.3708133971291865
train,authentic,11508,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/11508.png,,1024,1280,,,1.25
train,authentic,11513,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/11513.png,,256,320,,,1.25
train,authentic,11547,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/11547.png,,1200,1600,,,1.3333333333333333
train,authentic,11548,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/11548.png,,666,1000,,,1.5015015015015014
train,authentic,11639,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/11639.png,,666,1000,,,1.5015015015015014
train,authentic,11646,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/11646.png,,512,683,,,1.333984375
train,authentic,11662,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/11662.png,,256,256,,,1.0
train,authentic,11698,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/11698.png,,67,398,,,5.940298507462686
train,authentic,11708,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/11708.png,,184,1435,,,7.798913043478261
train,authentic,1173,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/1173.png,,256,256,,,1.0
train,authentic,1174,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/1174.png,,1041,250,,,0.24015369836695485
train,authentic,11740,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/11740.png,,512,512,,,1.0
train,authentic,11747,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/11747.png,,512,680,,,1.328125
train,authentic,11761,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/11761.png,,512,628,,,1.2265625
train,authentic,11854,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/11854.png,,1200,1600,,,1.3333333333333333
train,authentic,11904,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/11904.png,,256,256,,,1.0
train,authentic,11910,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/11910.png,,666,1000,,,1.5015015015015014
train,authentic,11919,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/11919.png,,128,1486,,,11.609375
train,authentic,11942,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/11942.png,,256,256,,,1.0
train,authentic,11954,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/11954.png,,512,512,,,1.0
train,authentic,11964,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/11964.png,,360,360,,,1.0
train,authentic,11985,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/11985.png,,666,1000,,,1.5015015015015014
train,authentic,1201,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/1201.png,,865,1101,,,1.2728323699421966
train,authentic,12019,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/12019.png,,1200,1600,,,1.3333333333333333
train,authentic,12046,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/12046.png,,1200,1600,,,1.3333333333333333
train,authentic,12051,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/12051.png,,520,696,,,1.3384615384615384
train,authentic,12064,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/12064.png,,216,569,,,2.634259259259259
train,authentic,12073,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/12073.png,,256,256,,,1.0
train,authentic,12115,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/12115.png,,597,657,,,1.100502512562814
train,authentic,12124,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/12124.png,,520,696,,,1.3384615384615384
train,authentic,12143,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/12143.png,,1200,1600,,,1.3333333333333333
train,authentic,12149,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/12149.png,,360,360,,,1.0
train,authentic,12184,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/12184.png,,512,512,,,1.0
train,authentic,12244,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/12244.png,,2592,3888,,,1.5
train,authentic,1225,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/1225.png,,254,600,,,2.3622047244094486
train,authentic,12261,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/12261.png,,256,320,,,1.25
train,authentic,12262,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/12262.png,,341,311,,,0.9120234604105572
train,authentic,12265,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/12265.png,,1200,1600,,,1.3333333333333333
train,authentic,12289,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/12289.png,,3888,2592,,,0.6666666666666666
train,authentic,12298,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/12298.png,,666,1000,,,1.5015015015015014
train,authentic,12299,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/12299.png,,1200,1600,,,1.3333333333333333
train,authentic,12300,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/12300.png,,512,512,,,1.0
train,authentic,12307,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/12307.png,,161,1171,,,7.273291925465839
train,authentic,12355,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/12355.png,,666,1000,,,1.5015015015015014
train,authentic,12363,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/12363.png,,256,256,,,1.0
train,authentic,12364,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/12364.png,,204,975,,,4.779411764705882
train,authentic,12366,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/12366.png,,256,320,,,1.25
train,authentic,1237,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/1237.png,,262,1541,,,5.8816793893129775
train,authentic,12412,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/12412.png,,512,701,,,1.369140625
train,authentic,12427,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/12427.png,,133,615,,,4.62406015037594
train,authentic,12446,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/12446.png,,256,320,,,1.25
train,authentic,12459,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/12459.png,,1024,1280,,,1.25
train,authentic,12505,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/12505.png,,1912,2568,,,1.3430962343096233
train,authentic,1251,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/1251.png,,1418,1440,,,1.0155148095909732
train,authentic,12557,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/12557.png,,3888,2592,,,0.6666666666666666
train,authentic,12572,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/12572.png,,1912,2568,,,1.3430962343096233
train,authentic,12574,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/12574.png,,666,1000,,,1.5015015015015014
train,authentic,12589,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/12589.png,,256,320,,,1.25
train,authentic,12612,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/12612.png,,2592,3888,,,1.5
train,authentic,12615,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/12615.png,,512,914,,,1.78515625
train,authentic,12629,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/12629.png,,270,480,,,1.7777777777777777
train,authentic,1270,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/1270.png,,1200,1600,,,1.3333333333333333
train,authentic,12705,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/12705.png,,256,320,,,1.25
train,authentic,1272,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/1272.png,,256,256,,,1.0
train,authentic,12747,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/12747.png,,666,1000,,,1.5015015015015014
train,authentic,12793,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/12793.png,,666,1000,,,1.5015015015015014
train,authentic,12798,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/12798.png,,1912,2568,,,1.3430962343096233
train,authentic,12809,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/12809.png,,97,621,,,6.402061855670103
train,authentic,12823,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/12823.png,,360,360,,,1.0
train,authentic,12862,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/12862.png,,256,256,,,1.0
train,authentic,12879,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/12879.png,,360,360,,,1.0
train,authentic,12912,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/12912.png,,256,320,,,1.25
train,authentic,12919,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/12919.png,,1200,1600,,,1.3333333333333333
train,authentic,12924,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/12924.png,,2592,3888,,,1.5
train,authentic,13020,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/13020.png,,96,416,,,4.333333333333333
train,authentic,13072,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/13072.png,,1024,1024,,,1.0
train,authentic,13108,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/13108.png,,256,256,,,1.0
train,authentic,13115,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/13115.png,,256,256,,,1.0
train,authentic,13121,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/13121.png,,326,474,,,1.4539877300613497
train,authentic,13187,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/13187.png,,1200,1600,,,1.3333333333333333
train,authentic,13219,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/13219.png,,1200,1600,,,1.3333333333333333
train,authentic,13254,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/13254.png,,512,512,,,1.0
train,authentic,13315,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/13315.png,,512,516,,,1.0078125
train,authentic,13333,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/13333.png,,1200,1600,,,1.3333333333333333
train,authentic,13361,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/13361.png,,419,497,,,1.1861575178997614
train,authentic,13415,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/13415.png,,512,635,,,1.240234375
train,authentic,13444,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/13444.png,,666,1000,,,1.5015015015015014
train,authentic,13451,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/13451.png,,512,568,,,1.109375
train,authentic,13511,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/13511.png,,2592,3888,,,1.5
train,authentic,13516,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/13516.png,,666,1000,,,1.5015015015015014
train,authentic,1353,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/1353.png,,419,1841,,,4.393794749403341
train,authentic,13603,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/13603.png,,256,320,,,1.25
train,authentic,13611,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/13611.png,,256,256,,,1.0
train,authentic,13624,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/13624.png,,917,1301,,,1.4187568157033805
train,authentic,13635,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/13635.png,,247,655,,,2.651821862348178
train,authentic,13665,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/13665.png,,1912,2568,,,1.3430962343096233
train,authentic,13670,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/13670.png,,666,1000,,,1.5015015015015014
train,authentic,13677,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/13677.png,,291,266,,,0.9140893470790378
train,authentic,13725,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/13725.png,,1200,1600,,,1.3333333333333333
train,authentic,13742,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/13742.png,,1200,1600,,,1.3333333333333333
train,authentic,13744,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/13744.png,,512,512,,,1.0
train,authentic,13785,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/13785.png,,1024,1024,,,1.0
train,authentic,13813,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/13813.png,,666,1000,,,1.5015015015015014
train,authentic,13839,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/13839.png,,351,694,,,1.9772079772079771
train,authentic,13846,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/13846.png,,467,417,,,0.892933618843683
train,authentic,1385,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/1385.png,,520,696,,,1.3384615384615384
train,authentic,1386,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/1386.png,,666,1000,,,1.5015015015015014
train,authentic,13863,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/13863.png,,1024,1280,,,1.25
train,authentic,13893,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/13893.png,,184,1264,,,6.869565217391305
train,authentic,13898,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/13898.png,,512,700,,,1.3671875
train,authentic,13905,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/13905.png,,1200,1600,,,1.3333333333333333
train,authentic,13920,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/13920.png,,1200,1600,,,1.3333333333333333
train,authentic,13957,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/13957.png,,256,256,,,1.0
train,authentic,13971,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/13971.png,,512,512,,,1.0
train,authentic,13986,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/13986.png,,1956,1398,,,0.7147239263803681
train,authentic,13989,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/13989.png,,260,347,,,1.3346153846153845
train,authentic,14010,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/14010.png,,256,256,,,1.0
train,authentic,14048,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/14048.png,,666,1000,,,1.5015015015015014
train,authentic,14070,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/14070.png,,1024,1024,,,1.0
train,authentic,14087,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/14087.png,,256,256,,,1.0
train,authentic,14094,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/14094.png,,512,514,,,1.00390625
train,authentic,14114,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/14114.png,,666,1000,,,1.5015015015015014
train,authentic,14123,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/14123.png,,666,1000,,,1.5015015015015014
train,authentic,14170,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/14170.png,,263,306,,,1.1634980988593155
train,authentic,14184,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/14184.png,,520,696,,,1.3384615384615384
train,authentic,1419,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/1419.png,,1912,2568,,,1.3430962343096233
train,authentic,14203,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/14203.png,,256,320,,,1.25
train,authentic,14205,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/14205.png,,77,984,,,12.779220779220779
train,authentic,14227,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/14227.png,,528,512,,,0.9696969696969697
train,authentic,14324,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/14324.png,,256,320,,,1.25
train,authentic,14331,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/14331.png,,1200,1600,,,1.3333333333333333
train,authentic,14371,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/14371.png,,1200,1600,,,1.3333333333333333
train,authentic,14389,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/14389.png,,232,608,,,2.6206896551724137
train,authentic,14436,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/14436.png,,256,320,,,1.25
train,authentic,14462,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/14462.png,,424,375,,,0.8844339622641509
train,authentic,14478,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/14478.png,,1912,2568,,,1.3430962343096233
train,authentic,14498,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/14498.png,,256,256,,,1.0
train,authentic,14506,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/14506.png,,520,696,,,1.3384615384615384
train,authentic,14605,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/14605.png,,1912,2568,,,1.3430962343096233
train,authentic,14608,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/14608.png,,256,256,,,1.0
train,authentic,14618,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/14618.png,,256,256,,,1.0
train,authentic,14622,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/14622.png,,666,1000,,,1.5015015015015014
train,authentic,14664,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/14664.png,,512,640,,,1.25
train,authentic,1467,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/1467.png,,1200,1600,,,1.3333333333333333
train,authentic,14690,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/14690.png,,666,1000,,,1.5015015015015014
train,authentic,14692,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/14692.png,,1200,1600,,,1.3333333333333333
train,authentic,14700,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/14700.png,,512,512,,,1.0
train,authentic,14710,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/14710.png,,256,256,,,1.0
train,authentic,14716,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/14716.png,,1200,1600,,,1.3333333333333333
train,authentic,14720,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/14720.png,,360,360,,,1.0
train,authentic,14747,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/14747.png,,256,256,,,1.0
train,authentic,14770,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/14770.png,,96,517,,,5.385416666666667
train,authentic,14776,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/14776.png,,107,534,,,4.990654205607477
train,authentic,14820,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/14820.png,,419,1608,,,3.837708830548926
train,authentic,14822,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/14822.png,,256,320,,,1.25
train,authentic,14829,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/14829.png,,1200,1600,,,1.3333333333333333
train,authentic,14868,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/14868.png,,512,687,,,1.341796875
train,authentic,14891,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/14891.png,,617,1283,,,2.079416531604538
train,authentic,14898,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/14898.png,,666,1000,,,1.5015015015015014
train,authentic,14908,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/14908.png,,520,696,,,1.3384615384615384
train,authentic,14944,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/14944.png,,121,495,,,4.090909090909091
train,authentic,14954,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/14954.png,,256,256,,,1.0
train,authentic,14965,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/14965.png,,512,740,,,1.4453125
train,authentic,14988,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/14988.png,,256,256,,,1.0
train,authentic,14999,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/14999.png,,256,320,,,1.25
train,authentic,15010,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/15010.png,,520,696,,,1.3384615384615384
train,authentic,15056,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/15056.png,,256,256,,,1.0
train,authentic,15061,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/15061.png,,1024,1280,,,1.25
train,authentic,15120,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/15120.png,,512,776,,,1.515625
train,authentic,15171,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/15171.png,,360,360,,,1.0
train,authentic,15176,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/15176.png,,89,260,,,2.9213483146067416
train,authentic,15269,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/15269.png,,3888,2592,,,0.6666666666666666
train,authentic,15285,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/15285.png,,666,1000,,,1.5015015015015014
train,authentic,15295,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/15295.png,,666,1000,,,1.5015015015015014
